_is_concert,song_name_clean,stream_cnt,uniq_users,stream_cnt_ratio,uniq_users_ratio,stream_cnt_total,uniq_users_total,days_diff_song_concert,is_concert
FALSE,Angel,4103,55,0.002002259,0.003352636,2049185,16405,106,0
FALSE,瓦解,2749,54,0.001341509,0.003291679,2049185,16405,1043,0
FALSE,與父共舞,3387,53,0.001652852,0.003230722,2049185,16405,106,0
FALSE,三年二班,1898,50,0.000926222,0.003047851,2049185,16405,1367,0
FALSE,亂舞春秋,1756,49,0.000856926,0.002986894,2049185,16405,1214,0
FALSE,將軍,1930,48,0.000941838,0.002925937,2049185,16405,1214,0
FALSE,反方向的鐘,2062,48,0.001006254,0.002925937,2049185,16405,1367,0
FALSE,藍色風暴,1858,47,0.000906702,0.00286498,2049185,16405,756,0
FALSE,Ending,4134,47,0.002017387,0.00286498,2049185,16405,106,0
FALSE,龍捲風,3666,46,0.001789004,0.002804023,2049185,16405,1367,0
FALSE,爺爺泡的茶,2947,45,0.001438133,0.002743066,2049185,16405,1367,0
FALSE,對不起,1676,44,0.000817886,0.002682109,2049185,16405,1367,0
FALSE,我的地盤,1814,43,0.00088523,0.002621152,2049185,16405,1214,0
FALSE,梯田,1650,43,0.000805198,0.002621152,2049185,16405,1367,0
FALSE,娘子,1169,36,0.000570471,0.002194453,2049185,16405,1367,0
FALSE,獻世,1510,36,0.000736878,0.002194453,2049185,16405,679,0
TRUE,麥芽糖,2564,33,0.001251229,0.002011582,2049185,16405,756,1
FALSE,雙刀,1439,33,0.00070223,0.002011582,2049185,16405,1367,0
FALSE,逆鱗,1531,31,0.000747126,0.001889668,2049185,16405,756,0
FALSE,菊花台 [杰倫鋼琴演奏版],1176,31,0.000573887,0.001889668,2049185,16405,357,0
FALSE,一路上有你/分手總要在雨天,921,31,0.000449447,0.001889668,2049185,16405,1289,0
FALSE,一路上有你,921,31,0.000449447,0.001889668,2049185,16405,1289,0
FALSE,分手總要在雨天,921,31,0.000449447,0.001889668,2049185,16405,1289,0
FALSE,你怎麼連話都說不清楚,1882,30,0.000918414,0.001828711,2049185,16405,1289,0
FALSE,威廉古堡,1848,30,0.000901822,0.001828711,2049185,16405,1367,0
FALSE,星晴/回到過去/最後的戰役/愛我別走,1327,30,0.000647575,0.001828711,2049185,16405,1033,0
FALSE,愛我別走,1327,30,0.000647575,0.001828711,2049185,16405,1033,0
FALSE,倒帶,1875,28,0.000914998,0.001706797,2049185,16405,1043,0
FALSE,鬥牛,1534,26,0.00074859,0.001584883,2049185,16405,1367,0
FALSE,困獸之鬥,1306,26,0.000637327,0.001584883,2049185,16405,1214,0
FALSE,龍拳,1968,25,0.000960382,0.001523926,2049185,16405,1367,0
FALSE,忍者,2093,25,0.001021382,0.001523926,2049185,16405,1367,0
FALSE,完美主義,1284,25,0.000626591,0.001523926,2049185,16405,1367,0
FALSE,找自己,2039,24,0.00099503,0.001462969,2049185,16405,1225,0
FALSE,伊斯坦堡,1223,24,0.000596823,0.001462969,2049185,16405,1367,0
FALSE,半獸人,1854,23,0.00090475,0.001402012,2049185,16405,1367,0
FALSE,印地安老斑鳩,1170,21,0.000570959,0.001280098,2049185,16405,1367,0
FALSE,火車叨位去,1049,19,0.000511911,0.001158183,2049185,16405,1367,0
FALSE,同一種調調,1016,18,0.000495807,0.001097226,2049185,16405,1367,0
FALSE,米蘭的小鐵匠,1405,16,0.000685638,0.000975312,2049185,16405,1367,0
FALSE,梯田/爸我回來了,702,16,0.000342575,0.000975312,2049185,16405,1033,0
FALSE,雙刀/雙截棍/龍拳,596,14,0.000290847,0.000853398,2049185,16405,1033,0
FALSE,懦夫,1012,12,0.000493855,0.000731484,2049185,16405,1367,0
FALSE,黃金甲 [OS版],713,10,0.000347943,0.00060957,2049185,16405,361,0
FALSE,七里香 [OS版],216,7,0.000105408,0.000426699,2049185,16405,1221,0
FALSE,說了再見,19406,10738,0.078296094,0.155186866,247854,69194,317,0
FALSE,天地一鬥,11773,7305,0.047499738,0.105572738,247854,69194,36,0
TRUE,說好的幸福呢,11127,6721,0.044893365,0.097132699,247854,69194,903,1
FALSE,給我一首歌的時間,7252,4515,0.029259161,0.065251322,247854,69194,898,0
TRUE,稻香,6216,4062,0.025079281,0.058704512,247854,69194,919,1
FALSE,超人不會飛,6065,3780,0.024470051,0.054629014,247854,69194,337,0
TRUE,雨下一整晚,4395,2826,0.017732213,0.040841691,247854,69194,317,1
FALSE,煙花易冷,3423,2362,0.01381055,0.034135908,247854,69194,317,0
FALSE,好久不見,3044,2145,0.012281424,0.030999798,247854,69194,317,0
FALSE,自導自演,2727,1647,0.011002445,0.023802642,247854,69194,317,0
TRUE,跨時代,2362,1596,0.009529804,0.023065584,247854,69194,325,1
FALSE,我落淚．情緒零碎,2475,1581,0.009985717,0.022848802,247854,69194,317,0
TRUE,愛的飛行日記,2588,1533,0.010441631,0.0221551,247854,69194,317,1
FALSE,蘭亭序,2189,1405,0.008831812,0.020305229,247854,69194,898,0
FALSE,世界末日,1657,1074,0.006685387,0.015521577,247854,69194,1052,0
TRUE,免費教學錄影帶,1513,1061,0.0061044,0.015333699,247854,69194,317,1
TRUE,龍戰騎士,1400,879,0.005648487,0.012703414,247854,69194,898,1
FALSE,花海,1305,846,0.005265196,0.012226494,247854,69194,898,0
TRUE,時光機,1159,772,0.00467614,0.011157037,247854,69194,898,1
TRUE,魔術先生,1069,763,0.004313023,0.011026968,247854,69194,898,1
TRUE,嘻哈空姐,1061,754,0.004280746,0.010896899,247854,69194,317,1
TRUE,蛇舞,870,601,0.003510131,0.008685724,247854,69194,898,1
FALSE,喬克叔叔,706,523,0.002848451,0.007558459,247854,69194,909,0
FALSE,流浪詩人,663,490,0.002674962,0.007081539,247854,69194,898,0
FALSE,周大俠,597,398,0.002408676,0.005751944,247854,69194,1168,0
FALSE,千里之外,534,370,0.002154494,0.005347284,247854,69194,1142,0
FALSE,千山萬水,529,368,0.002134321,0.00531838,247854,69194,973,0
FALSE,明明就,1194711,217766,0.126943813,0.596145528,9411337,365290,110,0
FALSE,傻笑,603944,137113,0.064171966,0.375353828,9411337,365290,93,0
FALSE,紅塵客棧,456868,121246,0.048544431,0.331917107,9411337,365290,110,0
FALSE,大笨鐘,485194,118740,0.051554205,0.325056804,9411337,365290,97,0
FALSE,愛你沒差,526175,117815,0.055908634,0.32252457,9411337,365290,93,0
FALSE,公公偏頭痛,322117,91132,0.034226487,0.249478497,9411337,365290,93,0
FALSE,烏克麗麗,238410,56685,0.025332214,0.155178078,9411337,365290,93,0
FALSE,手語,177692,53931,0.018880633,0.147638862,9411337,365290,97,0
FALSE,哪裡都是你,171588,48575,0.018232054,0.132976539,9411337,365290,93,0
FALSE,比較大的大提琴,132212,47199,0.014048163,0.129209669,9411337,365290,97,0
FALSE,Mine Mine,122241,42764,0.012988697,0.11706863,9411337,365290,516,0
FALSE,夢想啟動,159204,42519,0.016916194,0.11639793,9411337,365290,93,0
FALSE,四季列車,102071,36540,0.010845537,0.100030113,9411337,365290,93,0
FALSE,公主病,80398,28207,0.008542676,0.077218101,9411337,365290,506,0
FALSE,你好嗎,64971,24001,0.006903482,0.065703961,9411337,365290,512,0
FALSE,水手怕水,55153,21871,0.005860273,0.059872978,9411337,365290,506,0
FALSE,世界未末日,40626,15151,0.004316709,0.041476635,9411337,365290,506,0
FALSE,療傷燒肉粽,23205,9924,0.002465643,0.027167456,9411337,365290,506,0
FALSE,超跑女神,26988,8269,0.002867605,0.022636809,9411337,365290,506,0
FALSE,驚嘆號,19980,8074,0.002122971,0.022102987,9411337,365290,523,0
FALSE,迷魂曲,14364,5733,0.001526244,0.01569438,9411337,365290,512,0
FALSE,皮影戲,11446,5085,0.001216193,0.013920447,9411337,365290,532,0
FALSE,琴傷,11127,4769,0.001182297,0.013055381,9411337,365290,506,0
FALSE,說好的幸福呢/淘汰/青花瓷,12348,3850,0.001312035,0.010539571,9411337,365290,678,0
FALSE,淘汰,12348,3850,0.001312035,0.010539571,9411337,365290,678,0
FALSE,世界末日 [live版],6175,2308,0.000656124,0.006318268,9411337,365290,1784,0
TRUE,你是我的OK繃,5428,2027,0.000576751,0.005549016,9411337,365290,678,1
TRUE,想你就寫信,4530,1954,0.000481334,0.005349175,9411337,365290,678,1
FALSE,爸我回來了/心事誰人知,4119,1624,0.000437664,0.004445783,9411337,365290,678,0
FALSE,心事誰人知,4119,1624,0.000437664,0.004445783,9411337,365290,678,0
FALSE,算什麼男人,933470,257719,0.052828914,0.412992686,17669680,624028,468,0
FALSE,聽見下雨的聲音,833963,232840,0.047197403,0.373124283,17669680,624028,461,0
FALSE,聽爸爸的話,705098,194925,0.039904401,0.312365791,17669680,624028,461,0
FALSE,手寫的從前,576530,167034,0.032628208,0.267670681,17669680,624028,461,0
FALSE,英雄,154632,74847,0.008751262,0.119941733,17669680,624028,7,0
FALSE,怎麼了,149628,51853,0.008468065,0.083094028,17669680,624028,461,0
FALSE,天涯過客,99978,33379,0.005658167,0.053489587,17669680,624028,461,0
FALSE,鞋子特大號,72242,27239,0.004088472,0.043650285,17669680,624028,480,0
FALSE,美人魚,62673,20736,0.003546923,0.033229278,17669680,624028,461,0
FALSE,我要夏天,55432,19116,0.003137125,0.030633241,17669680,624028,461,0
FALSE,陽明山,43198,17861,0.002444753,0.028622113,17669680,624028,461,0
FALSE,一口氣全唸對,42151,15957,0.002385499,0.025570968,17669680,624028,461,0
FALSE,竊愛,29520,12949,0.001670658,0.020750671,17669680,624028,461,0
FALSE,波爺,17158,8020,0.000971042,0.012851987,17669680,624028,1032,0
FALSE,蝸牛,21319,6912,0.00120653,0.011076426,17669680,624028,1047,0
FALSE,你比從前快樂,12732,3991,0.000720556,0.006395546,17669680,624028,1046,0
TRUE,天台,5974,2683,0.000338093,0.004299487,17669680,624028,994,1
FALSE,天台的月光,6640,2448,0.000375785,0.003922901,17669680,624028,994,0
TRUE,打架舞,4483,2383,0.000253711,0.003818739,17669680,624028,1032,1
TRUE,快門慢舞,3782,1866,0.000214039,0.00299025,17669680,624028,994,1
FALSE,錢難賺,2884,1735,0.000163217,0.002780324,17669680,624028,994,0
FALSE,美術館,4457,1455,0.00025224,0.002331626,17669680,624028,994,0
FALSE,大明星,2225,961,0.000125922,0.001539995,17669680,624028,994,0
FALSE,狗仔舞,1239,679,7.01E-05,0.001088092,17669680,624028,994,0
FALSE,保齡男孩,956,674,5.41E-05,0.00108008,17669680,624028,994,0
FALSE,浪子膏,897,642,5.08E-05,0.0010288,17669680,624028,994,0
FALSE,美景,928,616,5.25E-05,0.000987135,17669680,624028,994,0
FALSE,屋頂上的願望,1062,601,6.01E-05,0.000963098,17669680,624028,994,0
FALSE,情人湖夜市,979,563,5.54E-05,0.000902203,17669680,624028,994,0
FALSE,龍門澡堂,888,561,5.03E-05,0.000898998,17669680,624028,994,0
FALSE,氣勢,938,547,5.31E-05,0.000876563,17669680,624028,994,0
FALSE,逛夜市,915,527,5.18E-05,0.000844513,17669680,624028,994,0
FALSE,兄弟的安慰,1513,488,8.56E-05,0.000782016,17669680,624028,994,0
FALSE,竹竿舞,663,463,3.75E-05,0.000741954,17669680,624028,994,0
FALSE,阿郎的童年,730,463,4.13E-05,0.000741954,17669680,624028,994,0
FALSE,水管的友情,746,462,4.22E-05,0.000740351,17669680,624028,994,0
FALSE,撈金魚,825,457,4.67E-05,0.000732339,17669680,624028,994,0
FALSE,Goodbye,717,451,4.06E-05,0.000722724,17669680,624028,994,0
FALSE,Strike,635,449,3.59E-05,0.000719519,17669680,624028,994,0
FALSE,悲劇的序幕,652,439,3.69E-05,0.000703494,17669680,624028,994,0
FALSE,熱血碼頭,648,438,3.67E-05,0.000701892,17669680,624028,994,0
FALSE,英雄之歌,633,435,3.58E-05,0.000697084,17669680,624028,994,0
FALSE,無助,933,410,5.28E-05,0.000657022,17669680,624028,994,0
FALSE,骰子,591,396,3.34E-05,0.000634587,17669680,624028,994,0
FALSE,亡命追逐,598,393,3.38E-05,0.000629779,17669680,624028,994,0
FALSE,威少的陷阱,577,392,3.27E-05,0.000628177,17669680,624028,994,0
FALSE,告白氣球,4153455,524416,0.175685127,0.671359038,23641472,781126,221,0
FALSE,不該,2289416,456877,0.096838979,0.584895395,23641472,781126,228,0
FALSE,愛情廢柴,966900,247952,0.040898469,0.317428942,23641472,781126,221,0
FALSE,床邊故事,176865,57375,0.007481133,0.073451658,23641472,781126,237,0
FALSE,說走就走,166962,49355,0.007062251,0.063184429,23641472,781126,221,0
FALSE,前世情人,119540,42555,0.005056369,0.054479047,23641472,781126,237,0
FALSE,Now You See Me,95380,33489,0.004034436,0.042872725,23641472,781126,228,0
FALSE,土耳其冰淇淋,84711,28509,0.003583153,0.036497313,23641472,781126,221,0
FALSE,彩虹/軌跡,11922,4117,0.000504283,0.005270597,23641472,781126,266,0
FALSE,鬥牛/水手怕水/大笨鐘,4851,2289,0.00020519,0.002930385,23641472,781126,266,0
FALSE,小幸運,2294797,505535,0.308228053,0.758849631,7445127,666186,479,0
FALSE,餘波盪漾,999440,262882,0.134240826,0.394607512,7445127,666186,119,0
TRUE,不醉不會,341812,111537,0.045910835,0.167426214,7445127,666186,1067,1
TRUE,你就不要想起我,337735,110794,0.045363229,0.16631091,7445127,666186,1071,1
TRUE,愛著愛著就永遠,332471,109820,0.044656189,0.164848856,7445127,666186,1067,1
TRUE,寂寞寂寞就好,276391,97322,0.037123746,0.14608833,7445127,666186,2259,1
TRUE,還是要幸福,224228,77611,0.030117418,0.116500497,7445127,666186,1886,1
TRUE,魔鬼中的天使,205524,66611,0.02760517,0.099988592,7445127,666186,1886,1
FALSE,人間煙火,181662,64139,0.024400121,0.096277916,7445127,666186,135,0
FALSE,看淡,236916,63220,0.03182162,0.094898422,7445127,666186,314,0
FALSE,日常,178998,58549,0.024042303,0.087886866,7445127,666186,110,0
FALSE,靈魂伴侶,218828,56463,0.029392111,0.084755609,7445127,666186,110,0
TRUE,我想我不會愛你,139041,51364,0.018675437,0.07710159,7445127,666186,2250,1
TRUE,你太猖狂,110102,43913,0.014788465,0.065917026,7445127,666186,2250,1
TRUE,渺小,107935,43238,0.014497402,0.064903796,7445127,666186,1081,1
TRUE,My Love,80710,35716,0.010840648,0.053612655,7445127,666186,1903,1
FALSE,獨善其身,120293,32157,0.01615728,0.048270303,7445127,666186,110,0
FALSE,無用,88351,31537,0.011866957,0.047339632,7445127,666186,110,0
FALSE,身體都知道,80721,27566,0.010842125,0.041378834,7445127,666186,110,0
FALSE,什麼，哪裡,70812,25063,0.009511188,0.037621625,7445127,666186,110,0
FALSE,LOVE!,56972,24244,0.007652254,0.036392239,7445127,666186,2271,0
TRUE,請你給我好一點的情敵,50824,24144,0.006826479,0.036242131,7445127,666186,1886,1
FALSE,念念有詞,60106,22568,0.0080732,0.033876425,7445127,666186,110,0
FALSE,這個人已經與我無關,52914,20083,0.007107199,0.030146235,7445127,666186,1067,0
FALSE,慢舞,53532,19647,0.007190206,0.029491764,7445127,666186,110,0
TRUE,矛盾,47484,19169,0.006377863,0.028774246,7445127,666186,1067,1
TRUE,口袋的溫度,36259,17181,0.004870165,0.025790095,7445127,666186,1067,1
TRUE,To Hebe,35933,16598,0.004826378,0.024914964,7445127,666186,2250,1
TRUE,花花世界,34876,16168,0.004684406,0.024269498,7445127,666186,1886,1
TRUE,終身大事,39413,15360,0.005293798,0.023056624,7445127,666186,1067,1
TRUE,無常,33780,14249,0.004537196,0.021388921,7445127,666186,1067,1
TRUE,超級瑪麗,23983,12810,0.003221302,0.019228864,7445127,666186,2250,1
FALSE,囚鳥,42550,12661,0.005715148,0.019005203,7445127,666186,1746,0
TRUE,你快樂未必我快樂,23070,10661,0.003098671,0.016003038,7445127,666186,1067,1
FALSE,葉子,26818,9596,0.003602088,0.014404386,7445127,666186,2117,0
TRUE,無事生非,18803,7807,0.002525545,0.011718949,7445127,666186,1886,1
FALSE,妳,18604,7734,0.002498816,0.01160937,7445127,666186,1886,0
FALSE,LOVE?,14870,6077,0.00199728,0.009122077,7445127,666186,2271,0
TRUE,十萬嬉皮,13318,5933,0.001788821,0.008905921,7445127,666186,580,1
TRUE,我對不起我,13426,5592,0.001803327,0.008394052,7445127,666186,2250,1
TRUE,烏托邦,11541,5332,0.001550141,0.008003771,7445127,666186,1886,1
TRUE,離島,11432,5248,0.001535501,0.00787768,7445127,666186,2250,1
FALSE,Love !,12017,4943,0.001614076,0.00741985,7445127,666186,2117,0
FALSE,開門見山,9967,4724,0.001338728,0.007091113,7445127,666186,1746,0
TRUE,要說什麼,9989,4693,0.001341683,0.007044579,7445127,666186,1886,1
FALSE,影子的影子,11173,4578,0.001500713,0.006871955,7445127,666186,1886,0
FALSE,舞孃,9632,4364,0.001293732,0.006550723,7445127,666186,2117,0
FALSE,給小孩,10498,4299,0.00141005,0.006453153,7445127,666186,2250,0
FALSE,愛情,10133,3992,0.001361024,0.00599232,7445127,666186,1746,0
FALSE,沒有管理員的公寓,6921,2906,0.000929601,0.004362145,7445127,666186,2250,0
FALSE,You’re Beautiful,5195,2063,0.000697772,0.003096733,7445127,666186,2117,0
FALSE,情歌,5326,1909,0.000715367,0.002865566,7445127,666186,2117,0
FALSE,將愛,2533,1237,0.000340223,0.001856839,7445127,666186,1746,0
FALSE,Come Together,2717,1170,0.000364937,0.001756266,7445127,666186,2117,0
FALSE,等著你回來,2176,1004,0.000292272,0.001507087,7445127,666186,1746,0
TRUE,溫柔,365,11,0.032673888,0.034920635,11171,315,362,1
TRUE,瘋狂世界,145,10,0.012980038,0.031746032,11171,315,362,1
TRUE,輕功,121,10,0.010831618,0.031746032,11171,315,362,1
FALSE,生命有一種絕對,104,9,0.00930982,0.028571429,11171,315,362,0
TRUE,志明與春嬌,239,8,0.021394683,0.025396825,11171,315,362,1
FALSE,純真,183,8,0.016381703,0.025396825,11171,315,362,0
TRUE,而我知道,304,8,0.02721332,0.025396825,11171,315,362,1
TRUE,心中無別人,144,7,0.01289052,0.022222222,11171,315,362,1
TRUE,擁抱,173,7,0.015486528,0.022222222,11171,315,362,1
TRUE,終結孤單,108,7,0.00966789,0.022222222,11171,315,362,1
TRUE,人生海海,130,7,0.011637275,0.022222222,11171,315,362,1
FALSE,好不好,165,7,0.014770388,0.022222222,11171,315,362,0
TRUE,軋車,181,7,0.016202668,0.022222222,11171,315,362,1
TRUE,憨人,183,7,0.016381703,0.022222222,11171,315,362,1
TRUE,垃圾車,1326,6,0.118700206,0.019047619,11171,315,115,1
TRUE,叫我第一名,83,6,0.007429953,0.019047619,11171,315,362,1
TRUE,孫悟空,807,6,0.072240623,0.019047619,11171,315,117,1
TRUE,愛情萬歲,51,6,0.004565393,0.019047619,11171,315,362,1
TRUE,OK啦,53,6,0.004744428,0.019047619,11171,315,362,1
TRUE,I Love You無望,184,6,0.01647122,0.019047619,11171,315,362,1
FALSE,透露,76,6,0.00680333,0.019047619,11171,315,362,0
TRUE,武裝,101,6,0.009041268,0.019047619,11171,315,362,1
TRUE,相信,83,6,0.007429953,0.019047619,11171,315,362,1
TRUE,恆星的恆心,262,5,0.023453585,0.015873016,11171,315,362,1
TRUE,倔強,992,5,0.088801361,0.015873016,11171,315,135,1
FALSE,候鳥,66,5,0.005908155,0.015873016,11171,315,362,0
TRUE,一顆蘋果,61,5,0.005460568,0.015873016,11171,315,362,1
FALSE,能不能不要說,70,5,0.006266225,0.015873016,11171,315,362,0
FALSE,永遠的永遠,57,5,0.005102498,0.015873016,11171,315,362,0
FALSE,雌雄同體,98,5,0.008772715,0.015873016,11171,315,362,0
FALSE,為什麼,41,4,0.003670218,0.012698413,11171,315,362,0
FALSE,愛情的模樣,72,4,0.00644526,0.012698413,11171,315,362,0
FALSE,借問眾神明,50,4,0.004475875,0.012698413,11171,315,362,0
FALSE,明白,51,4,0.004565393,0.012698413,11171,315,362,0
FALSE,Talking,15,4,0.001342763,0.012698413,11171,315,335,0
FALSE,我,31,4,0.002775043,0.012698413,11171,315,362,0
FALSE,王子麵,94,4,0.008414645,0.012698413,11171,315,362,0
TRUE,約翰藍儂,190,3,0.017008325,0.00952381,11171,315,115,1
FALSE,Intro,22,3,0.001969385,0.00952381,11171,315,362,0
FALSE,風若吹,26,3,0.002327455,0.00952381,11171,315,362,0
FALSE,錯錯錯,195,3,0.017455913,0.00952381,11171,315,115,0
TRUE,賭神,53,3,0.004744428,0.00952381,11171,315,362,1
FALSE,九號球,113,3,0.010115478,0.00952381,11171,315,362,0
TRUE,超人,559,3,0.050040283,0.00952381,11171,315,115,1
TRUE,小護士,282,3,0.025243935,0.00952381,11171,315,115,1
FALSE,搖滾本事,31,3,0.002775043,0.00952381,11171,315,362,0
FALSE,啾啾啾,20,3,0.00179035,0.00952381,11171,315,362,0
FALSE,讓我照顧你,481,3,0.043057918,0.00952381,11171,315,115,0
FALSE,寂寞星球,59,3,0.005281533,0.00952381,11171,315,147,0
TRUE,回來吧,296,3,0.02649718,0.00952381,11171,315,115,1
TRUE,晚安 地球人,125,3,0.011189688,0.00952381,11171,315,115,1
TRUE,聖誕夜驚魂,220,3,0.01969385,0.00952381,11171,315,115,1
FALSE,有你的將來,68,2,0.00608719,0.006349206,11171,315,362,0
FALSE,我愛夏天,10,2,0.000895175,0.006349206,11171,315,362,0
FALSE,生活,30,2,0.002685525,0.006349206,11171,315,362,0
FALSE,反而,28,2,0.00250649,0.006349206,11171,315,362,0
FALSE,嘿我要走了,31,2,0.002775043,0.006349206,11171,315,362,0
FALSE,神的孩子都在跳舞,183,2,0.016381703,0.006349206,11171,315,115,0
FALSE,I'm In Love,21,2,0.001879868,0.006349206,11171,315,362,0
FALSE,在這一秒,31,2,0.002775043,0.006349206,11171,315,362,0
FALSE,Hosee,27,2,0.002416973,0.006349206,11171,315,362,0
FALSE,阿姆斯壯,54,2,0.004833945,0.006349206,11171,315,362,0
FALSE,鯊魚搖滾,5,2,0.000447588,0.006349206,11171,315,362,0
FALSE,別惹我,31,2,0.002775043,0.006349206,11171,315,362,0
FALSE,黑白講,30,2,0.002685525,0.006349206,11171,315,362,0
FALSE,小時候,31,2,0.002775043,0.006349206,11171,315,362,0
FALSE,探母,13,2,0.001163728,0.006349206,11171,315,147,0
FALSE,雨眠,30,2,0.002685525,0.006349206,11171,315,362,0
FALSE,左鍵-少男少女ICQ,7,2,0.000626623,0.006349206,11171,315,362,0
FALSE,那一年的花季,13,2,0.001163728,0.006349206,11171,315,147,0
FALSE,向前走,21,2,0.001879868,0.006349206,11171,315,335,0
