is_concert	song_name_clean	uu.other	pc.other	avg.other	uu.core	pc.core	avg.core	r	u	a
TRUE	來互相傷害	242857	925235	3.80979341752554	6937	123879	17.8577194752775	29.58403125140434	29.133891473713437	0.45013977769090374
TRUE	不搖滾	126712	315721	2.4916424648020707	4474	65692	14.683057666517657	26.78618187348028	26.192772362017557	0.5934095114627227
TRUE	我怎麼哭了	47216	113702	2.408124364622162	6023	22777	3.7816702639880457	22.37566682852403	22.337248967734162	0.038417860789867815
TRUE	東區東區	40719	97073	2.383973083818365	5041	18280	3.6262646300337233	21.75331149357376	21.72012990332724	0.0331815902465195
TRUE	致青春	36814	108043	2.9348345738034443	6882	31695	4.605492589363557	21.571994550792564	21.5336990114274	0.03829553936516091
TRUE	最好的結局【中天[閣樓上的王子]片頭曲】	27794	59237	2.131287328200331	4175	13247	3.172934131736527	20.322450253837808	20.292583828520556	0.02986642531725069
TRUE	不關你的事	26425	69039	2.612639545884579	4879	18509	3.7936052469768393	20.236653011953475	20.210417875486588	0.02623513646688851
TRUE	外婆的告別式	22936	52837	2.3036710847575863	4119	19417	4.714008254430687	19.741520498978765	19.64481824048807	0.09670225849069328
FALSE	一事無成的偉大	19175	44487	2.320052151238592	5363	21679	4.042327055752377	19.32883333114885	19.270687869328732	0.05814546182011802
TRUE	蠢蛋	20242	43423	2.1451931627309553	3547	15421	4.347617705102904	19.24678552638996	19.152668524153444	0.09411700223651706
TRUE	搖勒搖勒	19016	47577	2.5019457299116534	4749	17894	3.7679511476100234	19.18045436900107	19.148831792523083	0.03162257647798565
TRUE	不是男人	16947	38418	2.266949902637635	4012	13543	3.3756231306081754	18.70414206720847	18.674243496617745	0.029898570590724458
FALSE	乾啦 乾啦	15394	33463	2.173769000909445	3794	11812	3.1133368476541907	18.368683463949047	18.34434349497687	0.024339968972179226
TRUE	最後的831	13082	28404	2.171227641033481	3524	11486	3.2593643586833143	17.84176363518521	17.81063695371904	0.031126681466169117
FALSE	翻白眼	12338	26479	2.146133895282866	3465	10751	3.1027417027417026	17.6550421524707	17.629413725636244	0.025628426834455733
TRUE	無誠勿愛	12601	25675	2.0375367034362353	3020	8758	2.9	17.61069237900235	17.587193770910808	0.023498608091544564
TRUE	渴了	11973	27255	2.276371836632423	3573	11991	3.3560033585222504	17.598085960020317	17.569667019107253	0.028418940913063653
TRUE	我不想改變世界 我只想不被世界改變	10046	27441	2.731534939279315	4348	17721	4.075666973321067	17.320677008228905	17.290473373232516	0.030203634996389034
TRUE	大逃殺	10743	22934	2.1347854416829564	3254	10236	3.1456668715427165	17.217950494356277	17.189605911122328	0.028344583233947597
TRUE	熊麻吉	10743	20922	1.9475006981290142	3081	9344	3.032781564427134	17.181851365481503	17.144847645723843	0.03700371975765912
FALSE	鋼鐵人	7964	17014	2.1363636363636362	3531	11748	3.3271028037383177	16.524747454464823	16.487733140971184	0.037014313493639296
FALSE	刀劍如夢2.0	8678	21535	2.481562572021203	2664	8528	3.201201201201201	16.452737749078516	16.440508100645836	0.012229648432678342
TRUE	小心肝	7096	22303	3.1430383314543406	2967	12343	4.160094371418942	16.03665113663338	16.021827220625912	0.014823916007470135
TRUE	超級偶像	6824	14133	2.0710726846424383	2616	8104	3.0978593272171255	15.830980596481329	15.800402355453967	0.030578241027361935
FALSE	瘋子	5345	10691	2.0001870907390082	2722	8822	3.2409992652461423	15.306334740563386	15.262399095863524	0.04393564469986309
FALSE	水星逆行	5501	11584	2.1057989456462463	2412	7208	2.988391376451078	15.22017409829114	15.197063844405717	0.023110253885424044
FALSE	飢餓遊戲	4575	11354	2.4817486338797816	2971	11015	3.7075058902726354	15.067076464976502	15.036687587710512	0.03038887726599051
FALSE	玩滑板的孩子不會變壞	4696	9809	2.0887989778534926	2366	7353	3.1077768385460693	14.84401914136343	14.814244541647428	0.02977459971600364
FALSE	老教室	4504	9391	2.0850355239786857	2388	7526	3.1515912897822447	14.765084658701868	14.732894402335033	0.03219025636683582
TRUE	來去夏威夷	4933	8782	1.7802554226636935	1876	6105	3.2542643923240937	14.761156398497187	14.692527846755763	0.06862855174142432
FALSE	末日鬧鐘	4351	8783	2.0186164100206847	1688	5124	3.0355450236966823	14.327090327846422	14.29569655512102	0.031393772725401545
FALSE	老媽最常說的十句話	3256	7707	2.367014742014742	2310	7476	3.2363636363636363	14.04755082588138	14.029093878033612	0.01845694784776835
FALSE	世界上最危險的東西就是希望	2548	6996	2.7456828885400313	2306	8785	3.8096270598438857	13.607561495319255	13.587331529108345	0.020229966210909073
TRUE	本色	3072	5323	1.7327473958333333	1595	5271	3.304702194357367	13.540460903436696	13.46183838432418	0.07862251911251535
FALSE	最好的結局	3705	8801	2.375438596491228	1025	3364	3.281951219512195	13.524313282147933	13.50460440370481	0.01970887844312146
FALSE	認真就輸了	2928	5556	1.8975409836065573	1607	4977	3.0970752955818295	13.415824560568856	13.370557487953741	0.04526707261511426
FALSE	怪物	2546	5842	2.2945797329143756	1973	6462	3.2752154080081093	13.383216113240723	13.359334516923875	0.02388159631684703
TRUE	拯救世界	2457	4973	2.024013024013024	1710	6073	3.5514619883040934	13.162752819620968	13.103122174462781	0.05963064515818659
TRUE	SHERO	2107	5197	2.4665401044138586	1684	6765	4.017220902612826	12.852353789745626	12.807478649546528	0.04487514019909734
FALSE	最後的8/31	2208	5602	2.5371376811594204	1515	6095	4.023102310231023	12.791363939894376	12.751277076113007	0.040086863781368845
TRUE	乾啦乾啦  feat. 任賢齊 / 五月天 阿信	2517	5364	2.131108462455304	947	2865	3.0253431890179514	12.551767025335282	12.528611592267257	0.023155433068025644
TRUE	熱血巴士	1894	3526	1.8616684266103485	1212	3527	2.91006600660066	12.233107173646394	12.195470977108162	0.03763619653823196
TRUE	眉飛色舞PLUS	1617	5239	3.2399505256648116	1147	4078	3.5553618134263294	11.84581182515229	11.844184071833917	0.0016277533183748174
FALSE	夜貓	1311	2543	1.9397406559877957	900	2394	2.66	11.205080679291324	11.186273856984263	0.018806822307060368
FALSE	廢話語錄	1041	2288	2.197886647454371	959	2445	2.5495307612095934	10.900953474873964	10.896799032273345	0.004154442600619833
FALSE	崩塌了!	912	1685	1.8475877192982457	499	1538	3.082164328657315	9.9689157942259925	9.91952041036838	0.04939538385761221
FALSE	Dream Girl	700	1169	1.67	457	1320	2.888402625820569	9.440627311271484	9.38401126806661	0.05661604320487515
FALSE	生存指南-使用說明	576	956	1.6597222222222223	508	1109	2.1830708661417324	9.225571462030144	9.211402743825824	0.014168718204321381
FALSE	黎明來臨前的夜晚總是最黑暗	496	760	1.532258064516129	492	950	1.9308943089430894	8.978654656478245	8.968569157155827	0.010085499322417691
FALSE	刀劍若夢2.0	615	1226	1.9934959349593495	340	1077	3.1676470588235293	8.920869924999387	8.880420094650496	0.04044983034889015
FALSE	本色remix	328	568	1.7317073170731707	315	707	2.2444444444444445	7.898735369308557	7.886048868452005	0.012686500856552367
FALSE	The Great Escape	289	447	1.546712802768166	289	574	1.986159169550173	7.640040293665969	7.6282453846422955	0.011794909023673738
FALSE	AM 6:00	273	452	1.6556776556776556	253	463	1.8300395256916997	7.405654337462738	7.403763419887878	0.0018909175748602358
FALSE	原諒我	212	312	1.471698113207547	227	582	2.563876651982379	7.040737532969031	6.982618740738424	0.05811879223060665
FALSE	我不是你的英雄	171	283	1.654970760233918	220	465	2.1136363636363638	6.730667267908232	6.71938034158335	0.011286926324881501
FALSE	友情葬禮	158	228	1.4430379746835442	201	480	2.388059701492537	6.576366825169416	6.528507641155746	0.047859184013670106
FALSE	Kiss the girl , lose my world	140	200	1.4285714285714286	209	485	2.3205741626794256	6.510352899774285	6.465961151990134	0.04439174778415104
FALSE	Give It Up...	129	197	1.5271317829457365	185	396	2.1405405405405404	6.256162992925305	6.234657667427029	0.021505325498276755
FALSE	Drown	130	193	1.4846153846153847	180	381	2.1166666666666667	6.230610953260479	6.206883089504776	0.023727863755702162
FALSE	Intro	127	176	1.3858267716535433	123	277	2.252032520325203	5.794580633167263	5.750116285190051	0.04446434797721206
